mode,method,fold,model_name,android_exportable,accuracy,macro_f1,train_rows,test_rows,train_groups,test_groups,train_label_counts,test_label_counts,mean_test_confidence
strict_grouped_cv,StratifiedGroupKFold(n_splits=2),1,logistic_regression,True,0.4183937823834197,0.3373582253514809,1609,1544,12,11,"{""NORMAL"": 694, ""ROAD_ANOMALY"": 495, ""AGGRESSIVE"": 420}","{""NORMAL"": 677, ""ROAD_ANOMALY"": 494, ""AGGRESSIVE"": 373}",0.7123748302568549
strict_grouped_cv,StratifiedGroupKFold(n_splits=2),1,random_forest,True,0.3082901554404145,0.2101245289078365,1609,1544,12,11,"{""NORMAL"": 694, ""ROAD_ANOMALY"": 495, ""AGGRESSIVE"": 420}","{""NORMAL"": 677, ""ROAD_ANOMALY"": 494, ""AGGRESSIVE"": 373}",0.781555831965297
strict_grouped_cv,StratifiedGroupKFold(n_splits=2),1,extra_trees,True,0.31088082901554404,0.20912939119381554,1609,1544,12,11,"{""NORMAL"": 694, ""ROAD_ANOMALY"": 495, ""AGGRESSIVE"": 420}","{""NORMAL"": 677, ""ROAD_ANOMALY"": 494, ""AGGRESSIVE"": 373}",0.7547976486778469
strict_grouped_cv,StratifiedGroupKFold(n_splits=2),1,gradient_boosting,False,0.33613989637305697,0.2343102958461409,1609,1544,12,11,"{""NORMAL"": 694, ""ROAD_ANOMALY"": 495, ""AGGRESSIVE"": 420}","{""NORMAL"": 677, ""ROAD_ANOMALY"": 494, ""AGGRESSIVE"": 373}",0.8236768034819465
strict_grouped_cv,StratifiedGroupKFold(n_splits=2),2,logistic_regression,True,0.23306401491609696,0.2117623700267869,1544,1609,11,12,"{""NORMAL"": 677, ""ROAD_ANOMALY"": 494, ""AGGRESSIVE"": 373}","{""NORMAL"": 694, ""ROAD_ANOMALY"": 495, ""AGGRESSIVE"": 420}",0.8838944319944136
strict_grouped_cv,StratifiedGroupKFold(n_splits=2),2,random_forest,True,0.16842759477936606,0.16257192335623707,1544,1609,11,12,"{""NORMAL"": 677, ""ROAD_ANOMALY"": 494, ""AGGRESSIVE"": 373}","{""NORMAL"": 694, ""ROAD_ANOMALY"": 495, ""AGGRESSIVE"": 420}",0.6630665120122289
strict_grouped_cv,StratifiedGroupKFold(n_splits=2),2,extra_trees,True,0.2367930391547545,0.24169305238789007,1544,1609,11,12,"{""NORMAL"": 677, ""ROAD_ANOMALY"": 494, ""AGGRESSIVE"": 373}","{""NORMAL"": 694, ""ROAD_ANOMALY"": 495, ""AGGRESSIVE"": 420}",0.6895100433844338
strict_grouped_cv,StratifiedGroupKFold(n_splits=2),2,gradient_boosting,False,0.15786202610316968,0.1522555464075017,1544,1609,11,12,"{""NORMAL"": 677, ""ROAD_ANOMALY"": 494, ""AGGRESSIVE"": 373}","{""NORMAL"": 694, ""ROAD_ANOMALY"": 495, ""AGGRESSIVE"": 420}",0.7716452791757834
